ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
TMO,TMO,"Thermo Fisher Scientific, Inc.",392200000,392195557,XNYS,0000097745,BBG000BVDLH9,3829,"MEASURING & CONTROLLING DEVICES, NEC",1980-08-27,130000,stocks,"Thermo Fisher Scientific sells scientific instruments and laboratory equipment, diagnostics consumables, and life science reagents. The firm operates through four segments as of mid-2022 (revenue figures include some cross-segment revenue): analytical technologies (15% of sales); specialty diagnostic products (10%); life science solutions (30%); and lab products and services, which includes CRO services (51%).",True,"{'address1': '168 THIRD AVENUE', 'city': 'WALTHAM', 'state': 'MA', 'postal_code': '02451'}",,usd,https://corporate.thermofisher.com,us,216197800796.25,(781) 622-1000,100,BBG001S5WS08,CS,
TJX,TJX,"TJX Companies, Inc. (The)",1161050000,1161052961,XNYS,0000109198,BBG000BV8DN6,5651,RETAIL-FAMILY CLOTHING STORES,1965-11-17,340000,stocks,"TJX is a leading off-price retailer of apparel, home fashions, and other merchandise. It sells a variety of branded goods, opportunistically buying inventory from a network of over 21,000 vendors worldwide. TJX targets undercutting conventional retailers' regular prices by 20%-60%, capitalizing on a flexible merchandising network, relatively low-frills stores, and a treasure-hunt shopping experience to drive margins and inventory turnover. TJX derived 79% of fiscal 2022 revenue from the United States, with 11% from Europe (mostly the United Kingdom and Germany), 9% from Canada, and the remainder from Australia. The company operated 4,689 stores at the end of fiscal 2022 under the T.J. Maxx, T.K. Maxx, Marshalls, HomeGoods, Winners, Homesense, Winners, and Sierra banners.",True,"{'address1': '770 COCHITUATE RD', 'city': 'FRAMINGHAM', 'state': 'MA', 'postal_code': '01701'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRqeC5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRqeC5jb20/images/2022-01-10_icon.png'}",usd,https://www.tjx.com,us,94080121429.83,508-390-2662,100,BBG001S5WQ93,CS,
TSCO,TSCO,Tractor Supply Co,110460000,110463245,XNAS,0000916365,BBG000BLXZN1,5200,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",1994-02-17,46000,stocks,"Tractor Supply is the largest operator of retail farm and ranch stores in the United States. The company targets recreational farmers and ranchers and has little exposure to commercial and industrial farm operations. Currently, the company operates 2,108 of its namesake banners in 49 states and 180 Petsense stores. Stores are typically located in towns outside of urban areas and in rural communities. In fiscal 2021, revenue consisted primarily of livestock and pet (47%), hardware, tools, and truck (21%), and seasonal gift and toy (21%).",True,"{'address1': '5401 VIRGINIA WAY', 'city': 'BRENTWOOD', 'state': 'TN', 'postal_code': '37027'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYWN0b3JzdXBwbHkuY29t/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYWN0b3JzdXBwbHkuY29t/images/2022-01-10_icon.jpeg'}",usd,https://www.tractorsupply.com,us,24745976144.9,(615) 440-4600,100,BBG001S7K017,CS,
TT,TT,Trane Technologies plc,230310000,230307296,XNYS,0001466258,,3822,AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS,1948-06-09,37000,stocks,"Trane Technologies manufactures and services commercial and residential HVAC systems and transportation refrigeration solutions under its prominent Trane, American Standard, and Thermo King brands. The $14 billion company generates approximately 70% of sales from equipment and 30% from parts and services. While the firm is domiciled in Ireland, North America accounts for over 70% of its revenue.",True,"{'address1': '170/175 LAKEVIEW DRIVE', 'address2': 'AIRSIDE BUSINESS PARK, SWORDS,', 'city': 'CO. DUBLIN', 'state': 'L2', 'postal_code': '00000'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYW5ldGVjaG5vbG9naWVzLmNvbQ/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYW5ldGVjaG5vbG9naWVzLmNvbQ/images/2022-01-10_icon.jpeg'}",usd,https://www.tranetechnologies.com,us,41213490619.2,732-652-7000,100,,CS,
TDG,TDG,TransDigm Group Incorporated,54380000,54374596,XNYS,0001260221,BBG000L8CBX4,3728,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",2006-03-15,14400,stocks,"TransDigm Group Inc manufactures and services a diverse set of components for commercial and military aircraft. The firm organizes itself in three segments: a power and control segment, an airframe segment, and a small nonaviation segment. It operates as an acquisitive holding company that targets firms with proprietary, sole-source products with substantial aftermarket content. TransDigm regularly employs financial leverage to amplify operating results.",True,"{'address1': '1301 EAST 9TH STREET', 'address2': 'SUITE 3000', 'city': 'CLEVELAND', 'state': 'OH', 'postal_code': '44114'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYW5zZGlnbS5jb20/images/2022-01-10_logo.png'},usd,https://www.transdigm.com,us,34611605337.84,216 706 2960,100,BBG001SPV1C1,CS,
TRV,TRV,"The Travelers Companies, Inc.",234350000,234347525,XNYS,0000086312,BBG000BJ81C1,6331,"FIRE, MARINE & CASUALTY INSURANCE",1988-05-11,30800,stocks,"Travelers offers a broad product range and participates in both commercial and personal insurance lines. Its commercial operations offer a variety of coverage types for companies of any size but concentrate on serving midsize businesses. Its personal lines are roughly evenly split between auto and homeowners insurance. Policies are distributed via a network of more than 11,000 brokers and independent agents.",True,"{'address1': '385 WASHINGTON ST', 'city': 'SAINT PAUL', 'state': 'MN', 'postal_code': '55102'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYXZlbGVycy5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyYXZlbGVycy5jb20/images/2022-01-10_icon.png'}",usd,https://www.travelers.com,us,44270590947.75,(651) 310-7911,100,BBG001S5R103,CS,
TRMB,TRMB,Trimble Inc. Common Stock,246630000,246624691,XNAS,0000864749,BBG000BNPS52,3829,"MEASURING & CONTROLLING DEVICES, NEC",1990-07-01,11931,stocks,"Trimble Inc provides location-based solutions that are used in global positioning system (GPS), laser, optical and inertial technologies. Its products portfolio includes 3D laser scanning, flow and application control systems, monitoring systems, water management, and navigation infrastructure. It also manufactures laser and optics-based products, and GPS products. The company serves various industries which include agriculture, architecture, civil engineering, survey and land administration, construction, geospatial among others. The company operates in four reportable segments namely, Buildings and Infrastructure, Geospatial, Resources and Utilities, and Transportation. It derives most of its revenues from the US and Europe with the rest coming from the Asia Pacific and other markets.",True,"{'address1': '10368 WESTMOOR DR', 'city': 'WESTMINSTER', 'state': 'CO', 'postal_code': '80021'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyaW1ibGUuY29t/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRyaW1ibGUuY29t/images/2022-01-10_icon.png'}",usd,https://www.trimble.com,us,14437409411.14,(720) 887-6100,100,BBG001S5SZP0,CS,
TFC,TFC,Truist Financial Corporation,1326770000,1326766288,XNYS,0000092230,BBG000BYYLS8,6021,NATIONAL COMMERCIAL BANKS,1991-04-24,52641,stocks,"Based in Charlotte, North Carolina, Truist is the combination of BB&T and SunTrust. Truist is a regional bank with a presence primarily in the Southeastern United States. In addition to commercial banking, retail banking, and investment banking operations, the company operates several nonbank segments, the primary one being its insurance brokerage business.",True,"{'address1': '214 NORTH TRYON STREET', 'city': 'CHARLOTTE', 'state': 'NC', 'postal_code': '28202'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRydWlzdC5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRydWlzdC5jb20/images/2022-01-10_icon.png'}",usd,https://www.truist.com,us,62251874232.96,(336) 733-2000,100,BBG001S5YYC0,CS,
TYL,TYL,"Tyler Technologies, Inc.",41640000,41639898,XNYS,0000860731,BBG000BVWZF9,7372,SERVICES-PREPACKAGED SOFTWARE,1969-03-24,7176,stocks,"Tyler Technologies provides a full suite of software solutions and services that address the needs of cities, counties, schools, courts and other local government entities. The company's three core products are Munis, which is the core ERP system, Odyssey, which is the court management system, or CMS, and payments. The company also provides a variety of add-on modules and offers outsourced property tax assessment services.",True,"{'address1': '5101 TENNYSON PKWY', 'city': 'PLANO', 'state': 'TX', 'postal_code': '75024'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnR5bGVydGVjaC5jb20/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnR5bGVydGVjaC5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.tylertech.com,us,13777809450.24,(972) 713-3700,100,BBG001S5WZB0,CS,
TSN,TSN,"Tyson Foods, Inc.",289580000,359589311,XNYS,0000100493,BBG000DKCC19,2015,POULTRY SLAUGHTERING AND PROCESSING,1986-07-09,142000,stocks,"Tyson Foods is the largest U.S. producer of processed chicken and beef. It's also a large producer of processed pork and protein-based products under the brands Jimmy Dean, Hillshire Farm, Ball Park, Sara Lee, Aidells, State Fair, and Raised & Rooted, to name a few. Tyson sells 81% of its products through various U.S. channels, including retailers (47% in fiscal 2021), food service (32%), and other packaged food and industrial companies (10%). In addition, 11% of the company's revenue comes from exports to Canada, Mexico, Brazil, Europe, China, and Japan.",True,"{'address1': '2200 DON TYSON PARKWAY', 'city': 'SPRINGDALE', 'state': 'AR', 'postal_code': '72762-6999'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnR5c29uLmNvbQ/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnR5c29uLmNvbQ/images/2022-01-10_icon.png'}",usd,https://www.tyson.com,us,24211148309.63,479-290-5799,100,BBG001S871D5,CS,
USB,USB,U.S. Bancorp,1485820000,1485823486,XNYS,0000036104,BBG000FFDM15,6021,NATIONAL COMMERCIAL BANKS,1973-05-03,68796,stocks,"As a diversified financial-services provider, U.S. Bancorp is one of the nation's largest regional banks, with branches in well over 20 states, primarily in the Western and Midwestern United States. The bank offers many services, including retail banking, commercial banking, trust and wealth services, credit cards, mortgages, and other payments capabilities.",True,"{'address1': 'U.S. BANCORP', 'address2': '800 NICOLLET MALL', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55402-7020'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVzYmFuay5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVzYmFuay5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.usbank.com,us,65762547490.36,651-466-3000,100,BBG001S6T8C1,CS,
UDR,UDR,"UDR, Inc.",325540000,325541780,XNYS,0000074208,BBG000C41023,6798,REAL ESTATE INVESTMENT TRUSTS,1990-05-07,1229,stocks,"UDR is a real estate investment trust primarily engaged in the acquisition, management, and development of multifamily apartment communities in urban submarkets throughout the United States. UDR divides its real estate portfolio into West, Mid-Atlantic, Southeast, Northeast, and Southwest geographic segments. Cumulatively, the vast majority of the company's real estate assets are located in the western, mid-Atlantic, and northeastern areas of the U.S. in terms of the total value. The urban markets of metropolitan Washington D.C.; New York City; Orange County, California; and San Francisco, specifically, account for the majority of the value of UDR's real estate property portfolio. The company derives nearly all of its revenue in the form of rental income from leases.",True,"{'address1': '1745 SHEA CENTER DRIVE', 'address2': 'SUITE 200', 'city': 'HIGHLANDS RANCH', 'state': 'CO', 'postal_code': '80129'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVkci5jb20/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVkci5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.udr.com,us,13259316699.4,720-283-6120,100,BBG001S6KCT3,CS,
ULTA,ULTA,"Ulta Beauty, Inc. Common Stock",51220000,51221498,XNAS,0001403568,BBG00FWQ4VD6,5990,"RETAIL-RETAIL STORES, NEC",2007-10-25,40500,stocks,"With more than 1,300 stores and a partnership with Target, Ulta Beauty is the largest specialized beauty retailer in the U.S. The firm offers makeup (43% of 2021 sales), fragrances, skin care, and hair care products (20% of 2021 sales), and bath and body items. Ulta offers private-label products and merchandise from more than 500 vendors. It also offers salon services, including hair, makeup, skin, and brow services, in all stores. Most Ulta stores are approximately 10,000 square feet and are in suburban strip centers. Ulta was founded in 1990 and is based in Bolingbrook, Illinois.",True,"{'address1': '1000 REMINGTON BLVD', 'address2': 'SUITE 120', 'city': 'BOLINGBROOK', 'state': 'IL', 'postal_code': '60440'}",{'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVsdGEuY29t/images/2022-01-10_icon.jpeg'},usd,https://www.ulta.com,us,22965158628.300003,630-410-4800,100,BBG00FWQ4W44,CS,
UNP,UNP,Union Pacific Corp.,614800000,614800800,XNYS,0000100885,BBG000BW3299,4011,"RAILROADS, LINE-HAUL OPERATING",1969-06-20,30841,stocks,"Omaha, Nebraska-based Union Pacific is the largest public railroad in North America. Operating on more than 30,000 miles of track in the western two thirds of the U.S., UP generated roughly $22 billion of revenue in 2021 by hauling coal, industrial products, intermodal containers, agriculture goods, chemicals, and automotive goods. UP owns about one fourth of Mexican railroad Ferromex and derives about 10% of its revenue hauling freight to and from Mexico.",True,"{'address1': '1400 DOUGLAS STREET', 'address2': 'STOP 0310', 'city': 'OMAHA', 'state': 'NE', 'postal_code': '68179'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVwLmNvbQ/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVwLmNvbQ/images/2022-01-10_icon.png'}",usd,http://www.up.com,us,131155454664.00002,402 544 6763,100,BBG001S5X2M0,CS,
UAL,UAL,"United Airlines Holdings, Inc. Common Stock",326930000,326927831,XNAS,0000100517,BBG000M65M61,4512,"AIR TRANSPORTATION, SCHEDULED",1969-08-01,90800,stocks,"United Airlines is a major U.S. network carrier. United's hubs include San Francisco, Chicago, Houston, Denver, Los Angeles, New York/Newark, and Washington, D.C. United operates a hub-and-spoke system that is more focused on international travel than legacy peers.",True,"{'address1': 'E. ANNA HA - WHQLD', 'address2': '233 SOUTH WACKER DRIVE', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60606'}",{},usd,http://www.unitedcontinentalholdings.com,us,14522134253.02,872-825-4000,100,BBG001SQ87W0,CS,
UPS,UPS,"United Parcel Service, Inc. Class B",729820000,864918158,XNYS,0001090727,BBG000L9CV04,4210,TRUCKING & COURIER SERVICES (NO AIR),1999-11-10,534000,stocks,"As the world's largest parcel delivery company, UPS manages a massive fleet of more than 500 planes and 100,000 vehicles, along with many hundreds of sorting facilities, to deliver an average of about 25 million packages per day to residences and businesses across the globe. UPS' domestic U.S. package operations generate 62% of total revenue while international package makes up 20%. Air and ocean freight forwarding, truckload brokerage, and contract logistics make up the remainder.",True,"{'address1': '55 GLENLAKE PARKWAY NE', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30328'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVwcy5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVwcy5jb20/images/2022-01-10_icon.png'}",usd,https://www.ups.com,us,157864862198.16,(404) 828-6000,100,BBG001SDGSH1,CS,
URI,URI,"United Rentals, Inc.",69310000,69308481,XNYS,0001067701,BBG000BXMFC3,7359,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",1997-12-18,20400,stocks,"United Rentals is the world's largest equipment rental company, and principally operates in the United States and Canada, where it commands approximately 15% share in a highly fragmented market. It serves three end markets: general industrial, commercial construction, and residential construction. Like its peers, United Rentals historically has provided its customers with equipment that was intermittently used, such as aerial equipment and portable generators. As the company has grown organically and through hundreds of acquisitions since it went public in 1997, its catalog (fleet size of $17.4 billion) now includes a range of specialty equipment and other items that can be rented for indefinitely long time periods.",True,"{'address1': '100 FIRST STAMFORD PLACE', 'address2': '7TH FLOOR', 'city': 'STAMFORD', 'state': 'CT', 'postal_code': '06902'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVuaXRlZHJlbnRhbHMuY29t/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVuaXRlZHJlbnRhbHMuY29t/images/2022-01-10_icon.jpeg'}",usd,https://www.unitedrentals.com,us,24883823933.429996,(203) 622-3131,100,BBG001SBGZ25,CS,
UNH,UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),934350000,934349073,XNYS,0000731766,BBG000CH5208,6324,HOSPITAL & MEDICAL SERVICE PLANS,1991-10-10,350000,stocks,"UnitedHealth Group is one of the largest private health insurers, providing medical benefits to 50 million members globally, including 5 million outside the U.S. at the end of 2021. As a leader in employer-sponsored, self-directed, and government-backed insurance plans, UnitedHealth has obtained massive scale in managed care. Along with its insurance assets, UnitedHealth's continued investments in its Optum franchises have created a healthcare services colossus that spans everything from medical and pharmaceutical benefits to providing outpatient care and analytics to both affiliated and third-party customers.",True,"{'address1': 'UNITEDHEALTH GROUP CENTER', 'address2': '9900 BREN ROAD EAST', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55343'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVuaXRlZGhlYWx0aGdyb3VwLmNvbQ/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVuaXRlZGhlYWx0aGdyb3VwLmNvbQ/images/2022-01-10_icon.jpeg'}",usd,https://www.unitedhealthgroup.com,us,502324748626.26,(952) 936-1300,100,BBG001S6WCJ1,CS,
UHS,UHS,"Universal Health Services, Inc. Class B",65720000,71410432,XNYS,0000352915,BBG000CB8Q50,8062,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",1991-06-07,89400,stocks,"Universal Health Services Inc owns and operates acute care hospitals, behavior health centers, surgical hospitals, ambulatory surgery centers, and radiation oncology centers. The firm operates in two key segments: Acute Care Hospital Services and Behavioral Health Services. The Acute Care Hospital Services segment includes the firm's acute care hospitals, surgical hospitals, and surgery and oncology centers.",True,"{'address1': '367 S GULPH RD', 'city': 'KING OF PRUSSIA', 'state': 'PA', 'postal_code': '19406'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVoc2luYy5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnVoc2luYy5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.uhsinc.com,us,9478306639.359999,(610) 768-3300,100,BBG001S6S976,CS,
VLO,VLO,Valero Energy Corporation,385520000,385523278,XNYS,0001035002,BBG000BBGGQ1,2911,PETROLEUM REFINING,1997-08-01,9813,stocks,"Valero Energy is one of the largest independent refiners in the United States. It operates 14 refineries with a total throughput capacity of 3.2 million barrels a day in the United States, Canada, and the United Kingdom. Valero also owns 14 ethanol plants with capacity of 1.7 billion gallons of ethanol a year and holds a 50% stake in Diamond Green Diesel, which has capacity to produce 700 million gallons per year of renewable diesel.",True,"{'address1': 'P.O. BOX 696000', 'city': 'SAN ANTONIO', 'state': 'TX', 'postal_code': '78269-6000'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZhbGVyby5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZhbGVyby5jb20/images/2022-01-10_icon.png'}",usd,https://www.valero.com,us,53356421675.200005,(210) 345-4524,100,BBG001S5X8K9,CS,
VTR,VTR,"Ventas, Inc.",399720000,399717985,XNYS,0000740260,BBG000FRVHB9,6798,REAL ESTATE INVESTMENT TRUSTS,1997-05-05,434,stocks,"Ventas owns a diversified healthcare portfolio of over 1,200 in-place properties spread across the senior housing, medical office, hospital, life science, and skilled nursing/post-acute care. The portfolio includes over 40 properties in both Canada and the United Kingdom as the company looks for additional investment opportunities in countries with mature healthcare systems that operate similarly to the United States. The firm also owns mortgages and other loans, contributing about 3% of NOI.",True,"{'address1': '353 N. CLARK STREET', 'address2': 'SUITE 3300', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60654'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZlbnRhc3JlaXQuY29t/images/2022-01-10_logo.png'},usd,https://www.ventasreit.com,us,18183171137.65,(312) 660-3800,100,BBG001S9T7M6,CS,
VRSN,VRSN,VeriSign Inc,106020000,106016456,XNAS,0001014473,BBG000BGKHZ3,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,1998-01-30,904,stocks,"Verisign is the sole authorized registry for several generic top-level domains, including the widely utilized .com and .net top-level domains. The company operates critical Internet infrastructure to support the domain name system, including operating two of the world's 13 root servers that are used to route Internet traffic. In 2018, the firm sold off its Security Services business, signalling a renewed focus on the core registry business.",True,"{'address1': '12061 BLUEMONT WAY', 'address2': 'ATTN: GENERAL COUNSEL', 'city': 'RESTON', 'state': 'VA', 'postal_code': '20190'}",{'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZlcmlzaWduLmNvbQ/images/2022-01-10_icon.jpeg'},usd,https://www.verisign.com,us,21083492604.72,(703) 948-3200,100,BBG001S7BCF6,CS,
VRSK,VRSK,"Verisk Analytics, Inc. Common Stock",156390000,156387950,XNAS,0001442145,BBG000BCZL41,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,2009-10-07,9367,stocks,"Verisk Analytics Inc is a data analytics provider offering decision support and risk-management solutions to the financial industry. The company's predictive analytics are used in rating applications, underwriting, claims, catastrophe and weather risk assessment, global risk assessment, natural resources intelligence, economic forecasting, and other related fields. Most of Verisk's revenue is based on long-term contracts and subscriptions. The largest end market is the risk assessment sector. Verisk's clients are located primarily in the United States.",True,"{'address1': '545 WASHINGTON BOULEVARD', 'city': 'JERSEY CITY', 'state': 'NJ', 'postal_code': '07310-1686'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZlcmlzay5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZlcmlzay5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.verisk.com,us,28598664416.5,201-469-2000,100,BBG001SBRX64,CS,
VZ,VZ,Verizon Communications,4199819999,4199817447,XNYS,0000732712,BBG000HS77T5,4813,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1984-04-17,118400,stocks,"Verizon is primarily a wireless business (nearly 80% of revenue and nearly all operating income). It serves about 93 million postpaid and 23 million prepaid phone customers (following the acquisition of Tracfone) via its nationwide network, making it the largest U.S. wireless carrier. Fixed-line telecom operations include local networks in the Northeast, which reach about 25 million homes and businesses, and nationwide enterprise services.",True,"{'address1': '1095 AVENUE OF THE AMERICAS', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10036'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZlcml6b24uY29t/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZlcml6b24uY29t/images/2022-01-10_icon.png'}",usd,https://www.verizon.com,us,163876876781.94,212-395-1000,100,BBG001S67QY1,CS,
VRTX,VRTX,Vertex Pharmaceuticals Inc,256690000,256691452,XNAS,0000875320,BBG000C1S2X2,2834,PHARMACEUTICAL PREPARATIONS,1991-07-31,3900,stocks,"Vertex Pharmaceuticals is a global biotechnology company that discovers and develops small-molecule drugs for the treatment of serious diseases. Its key drugs are Kalydeco, Orkambi, Symdeko, and Trikafta/Kaftrio for cystic fibrosis, where Vertex therapies remain the standard of care globally. In addition to its focus on cystic fibrosis, Vertex is diversifying its pipeline through gene-editing therapies such as CTX001 for beta-thalassemia and sickle-cell disease, small-molecule inhibitors targeting acute and chronic pain using non-opioid treatments, and small-molecule inhibitors of APOL1-mediated kidney diseases. Vertex is also investigating cell therapies to deliver a potential functional cure for type 1 diabetes.",True,"{'address1': '50 NORTHERN AVENUE', 'city': 'BOSTON', 'state': 'MA', 'postal_code': '02210'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZydHguY29t/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZydHguY29t/images/2022-01-10_icon.png'}",usd,https://www.vrtx.com,us,80339290646.96,(617) 341-6393,100,BBG001S68LJ8,CS,
VFC,VFC,V.F. Corporation,388570000,388566085,XNYS,0000103379,BBG000BWCKB6,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",1966-07-25,35000,stocks,"VF designs, produces, and distributes branded apparel and accessories. Its largest apparel categories include action sports, outdoor, and workwear. Its portfolio of about a dozen brands includes Vans, The North Face, Timberland, Supreme, and Dickies. VF markets its products in the Americas, Europe, and Asia-Pacific through wholesale sales to retailers, e-commerce, and branded stores owned by the company and partners. The company has grown through multiple acquisitions and traces its roots to 1899.",True,"{'address1': '1551 WEWATTA STREET', 'city': 'DENVER', 'state': 'CO', 'postal_code': '80202'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZmYy5jb20/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZmYy5jb20/images/2022-01-10_icon.jpeg'}",usd,https://www.vfc.com,us,13343359358.900002,(720) 778-4000,100,BBG001S5X749,CS,
VTRS,VTRS,Viatris Inc. Common Stock,1212690000,1212684598,XNAS,0001792044,BBG00Y4RQNH4,2834,PHARMACEUTICAL PREPARATIONS,1986-04-14,37000,stocks,"Formed by the combination of Mylan and Pfizer's Upjohn business in 2020, Viatris is one of the world's largest generic drug manufacturers, with a substantial off-patent branded drug portfolio. Its portfolio consists of more than 1,400 molecules with penetration across most of the developed world and in select emerging markets. The company's branded drug portfolio consists of off-patent blockbuster drugs that continue to generate strong sales, including Lipitor, Norvasc, Lyrica, Viagra, and EpiPen. While global competition has facilitated the commodification of small-molecule generic drugs, the company has demonstrated an edge over peers in its ability to manufacture complex generics (for example, generic Advair and Copaxone).",True,"{'address1': '1000 MYLAN BOULEVARD', 'city': 'CANONSBURG', 'state': 'PA', 'postal_code': '15317'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZpYXRyaXMuY29t/images/2022-01-10_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZpYXRyaXMuY29t/images/2022-01-10_icon.jpeg'}",usd,https://www.viatris.com,us,13509306421.720001,(724) 514-1465,100,BBG00Y52JV51,CS,
VICI,VICI,VICI Properties Inc. Common Stock,963100000,963097848,XNYS,0001705696,BBG00HVVB499,6798,REAL ESTATE INVESTMENT TRUSTS,2017-10-17,152,stocks,"VICI Properties Inc is real estate investment trust based in the US. It acts as an owner, acquirer, and developer of real estate assets across gaming, hospitality, entertainment and leisure destinations. The company's operating segments are real property business and golf course business. The Real property business segment consists of leased real property whereas the Golf course business segment consists of several golf courses. Its golf courses include the Cascata golf course, the Rio Secco golf course, the Grand Bear golf course and the Chariot Run golf course.",True,"{'address1': '535 MADISON AVENUE,  20TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10022'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnZpY2lwcm9wZXJ0aWVzLmNvbQ/images/2022-01-10_logo.svg'},usd,https://www.viciproperties.com,us,32128944209.28,(646) 949-4631,100,BBG00HVVB4B6,CS,
